Video URL,gender,
https://www.youtube.com/watch?v=q3Z4-MJkzb0,,
https://www.youtube.com/watch?v=Ti0YY5NNwG4,,
https://www.youtube.com/watch?v=7Aksx2SIzZQ,,
https://www.youtube.com/watch?v=2xX0p6Bf9qc,,
https://www.youtube.com/watch?v=TdAsAz7xNKw,,
https://www.youtube.com/watch?v=yQxDdJW0zdE,,
https://www.youtube.com/watch?v=hoq8f2GjNd0,,
https://www.youtube.com/watch?v=YJh5JykAWL4,,
https://www.youtube.com/watch?v=pMXYhrIou1Q,,
https://www.youtube.com/watch?v=3lPiqwIIM6U,,
https://www.youtube.com/watch?v=gAX7fYH8z0g,,
https://www.youtube.com/watch?v=BsZKsT1sO-c,,
https://www.youtube.com/watch?v=3xKPz1GPGUQ,,
https://www.youtube.com/watch?v=Qa5L5roupw4,,
https://www.youtube.com/watch?v=gXDRVc15tE0,,
https://www.youtube.com/watch?v=NDWdjgmYvXQ,,
https://www.youtube.com/watch?v=zqI2U-qS_hI,,
https://www.youtube.com/watch?v=eri7hyEJDHg,,
https://www.youtube.com/watch?v=IEomu__z3T0,,
https://www.youtube.com/watch?v=WMCUmOy2SQo,,
https://www.youtube.com/watch?v=nuVYvqu-cpg,,
https://www.youtube.com/watch?v=hw8yhNo-S3c,,
https://www.youtube.com/watch?v=LhMxX3SmbRI,,
https://www.youtube.com/watch?v=xUum1NVoKh8,,
https://www.youtube.com/watch?v=myahJd2UgOI,,
https://www.youtube.com/watch?v=6mwbsuU2SIc,,
https://www.youtube.com/watch?v=4L1otBAnBys,,
https://www.youtube.com/watch?v=ySpxwNXm_Xs,,
https://www.youtube.com/watch?v=CdG3uNeDbW0,,
https://www.youtube.com/watch?v=W3c7hRl_riU,,
https://www.youtube.com/watch?v=Lo-nnK_3y3U,,
https://www.youtube.com/watch?v=H_ckElPUdrc,,
https://www.youtube.com/watch?v=Q7p0Tj6tdYM,,
https://www.youtube.com/watch?v=J75NGUPgd5A,,
https://www.youtube.com/watch?v=NLiqGX4eFt4,,
https://www.youtube.com/watch?v=D5V775-uIgw,,
https://www.youtube.com/watch?v=NH3DY9oKOvs,,
https://www.youtube.com/watch?v=AZM4b4oxYoo,,
https://www.youtube.com/watch?v=VlURn6_waVQ,,
https://www.youtube.com/watch?v=GZ93UXIVtPc,,
https://www.youtube.com/watch?v=d_iCa0r7G8k,,
https://www.youtube.com/watch?v=WjgJw0E7S-Q,,
https://www.youtube.com/watch?v=WrR8ZHSkK5A,,
https://www.youtube.com/watch?v=qruei8wD_3I,,
https://www.youtube.com/watch?v=65_pH4AjI04,,
https://www.youtube.com/watch?v=3pe2NDiT2u8,,
https://www.youtube.com/watch?v=7mc7gkYbilE,,
https://www.youtube.com/watch?v=hpmdlfm-DMc,,
https://www.youtube.com/watch?v=CoCLkTF8bJs,,
https://www.youtube.com/watch?v=K3BSsgb5vpw,,
https://www.youtube.com/watch?v=4iMlBmYJm9c,,
https://www.youtube.com/watch?v=wpAgGALpdjQ,,
https://www.youtube.com/watch?v=fmept6ddnXM,,
https://www.youtube.com/watch?v=01Om2ctUT2k,,
https://www.youtube.com/watch?v=xWlDh5T5XmY,,
https://www.youtube.com/watch?v=u0ZdOjLSmwk,,
https://www.youtube.com/watch?v=H2OjSAE5njU,,
https://www.youtube.com/watch?v=Ntbre5B1rZM,,
https://www.youtube.com/watch?v=0ieqHbgym-c,,
https://www.youtube.com/watch?v=cc89blNyfNk,,
https://www.youtube.com/watch?v=AaokA4LHnyw,,
https://www.youtube.com/watch?v=IORwKteBmAo,,
https://www.youtube.com/watch?v=3RO9LCLY3x4,,
https://www.youtube.com/watch?v=JgtZUJBOAtk,,
https://www.youtube.com/watch?v=ZHp5QXM097Y,,
https://www.youtube.com/watch?v=yxXz7HO7DEs,,
https://www.youtube.com/watch?v=UMgxRVxjY1g,,
https://www.youtube.com/watch?v=jS97M-TSJqE,,
https://www.youtube.com/watch?v=Rsw9P2rsLtU,,
https://www.youtube.com/watch?v=ms1fHEx_1So,,
https://www.youtube.com/watch?v=eEgkGEoFq44,,
https://www.youtube.com/watch?v=WKtTlvw3T90,,
https://www.youtube.com/watch?v=5yoEquMcnoc,,
https://www.youtube.com/watch?v=ZF7_FQzYdaA,,
https://www.youtube.com/watch?v=H8fqR4qQMls,,
https://www.youtube.com/watch?v=9y6ajy6MBhI,,
https://www.youtube.com/watch?v=3MHUQ-aXSZY,,
https://www.youtube.com/watch?v=yIeluKyW_uk,,
https://www.youtube.com/watch?v=bzcKoN09WCA,,
https://www.youtube.com/watch?v=SP3VfuLvsjE,,
https://www.youtube.com/watch?v=2U-znILCZFM,,
https://www.youtube.com/watch?v=j9GdOxuhKT4,,
https://www.youtube.com/watch?v=jRqdvc7xaZ8,,
https://www.youtube.com/watch?v=cJjULKET358,,
https://www.youtube.com/watch?v=uG-HBkMUkfQ,,
https://www.youtube.com/watch?v=nZL3mieHxzE,,
https://www.youtube.com/watch?v=DwaVxv_8hpI,,
https://www.youtube.com/watch?v=qiAxnkeUGw8,,
https://www.youtube.com/watch?v=EHx6hsrmV-o,,
https://www.youtube.com/watch?v=Y3vwYgAxYZA,,
https://www.youtube.com/watch?v=lMmbgxrnw5I,,
https://www.youtube.com/watch?v=LkD_08xgK1c,,
https://www.youtube.com/watch?v=GFzCvWIxo7U,,
https://www.youtube.com/watch?v=z0Nkzk7bUsw,,
https://www.youtube.com/watch?v=lZpsYTuODsU,,
https://www.youtube.com/watch?v=u8g6C_wALSA,,
https://www.youtube.com/watch?v=5NQdFfad5fA,,
https://www.youtube.com/watch?v=NPavPpanHUs,,
https://www.youtube.com/watch?v=67vUyXPYiUc,,
https://www.youtube.com/watch?v=uKcKi1ALY9U,,
https://www.youtube.com/watch?v=V40lJzfJ0mk,,
https://www.youtube.com/watch?v=o50ALkpU6Y4,,
https://www.youtube.com/watch?v=Lzg7ZjVQ5gM,,
https://www.youtube.com/watch?v=MMd7mbw4O-k,,
https://www.youtube.com/watch?v=SNlhtu5wHzs,,
https://www.youtube.com/watch?v=HOcfKJQqWWM,,
https://www.youtube.com/watch?v=nRpW_fjj65c,,
https://www.youtube.com/watch?v=yXYOlgannvY,,
https://www.youtube.com/watch?v=fDPmw73_5mY,,
https://www.youtube.com/watch?v=kKkT2eLc3gQ,,
https://www.youtube.com/watch?v=CF16IPSIrhQ,,
https://www.youtube.com/watch?v=oCbFL_QtSxA,,
https://www.youtube.com/watch?v=eDbBXS7mcPA,,
https://www.youtube.com/watch?v=B39Sq6_40GQ,,
https://www.youtube.com/watch?v=jDqhKRYHh18,,
https://www.youtube.com/watch?v=191umLY1uSM,,
https://www.youtube.com/watch?v=-xlX9VsyAiM,,
https://www.youtube.com/watch?v=czLVzZIJUkU,,
https://www.youtube.com/watch?v=_XNMmBBOCZw,,
https://www.youtube.com/watch?v=U5X8TGLucNA,,
https://www.youtube.com/watch?v=kfmYmslLvcM,,
https://www.youtube.com/watch?v=f-Q5Hu6EF-E,,
https://www.youtube.com/watch?v=hkIWPJNm1Po,,
https://www.youtube.com/watch?v=fOsiyqCb95c,,
https://www.youtube.com/watch?v=oyg3cTp5KTE,,
https://www.youtube.com/watch?v=_oLCsZn_Nxk,,
https://www.youtube.com/watch?v=nPkq-l8u1_A,,
https://www.youtube.com/watch?v=-F8KHXV-cyc,,
https://www.youtube.com/watch?v=rrVkioJH0g4,,
https://www.youtube.com/watch?v=1rhocSdVCU8,,
https://www.youtube.com/watch?v=wug-KNEf_lY,,
https://www.youtube.com/watch?v=LUtOFpaoRCA,,
https://www.youtube.com/watch?v=5GiMGjhHRyc,,
https://www.youtube.com/watch?v=A64x9J76STk,,
https://www.youtube.com/watch?v=qeAiPMh67h0,,
https://www.youtube.com/watch?v=DSarHRaHqvg,,
https://www.youtube.com/watch?v=E02DnsKnr_I,,
https://www.youtube.com/watch?v=KNbx-jTJLjU,,
https://www.youtube.com/watch?v=-8b3BZNvLag,,
https://www.youtube.com/watch?v=UhNNbLPm6Bw,,
https://www.youtube.com/watch?v=Tj1sA3HTC2w,,
https://www.youtube.com/watch?v=oopi5X4sgms,,
https://www.youtube.com/watch?v=1ja1-KEhGC8,,
https://www.youtube.com/watch?v=kcSXNGxI6IU,,
https://www.youtube.com/watch?v=lNBK_FUJweI,,
https://www.youtube.com/watch?v=yn0mMthmVVU,,
https://www.youtube.com/watch?v=T-6TVxhdtFs,,
https://www.youtube.com/watch?v=7c2JXXGae00,,
https://www.youtube.com/watch?v=GzqRZAyUq84,,
https://www.youtube.com/watch?v=kLRfIbgi3-M,,
https://www.youtube.com/watch?v=r3EePJm4v5k,,
https://www.youtube.com/watch?v=BGRFvV5EkIg,,
https://www.youtube.com/watch?v=z0T4uR_zODw,,
https://www.youtube.com/watch?v=HeDy_SMZ1fE,,
https://www.youtube.com/watch?v=n8STUAPVfZk,,
https://www.youtube.com/watch?v=ri8M6_BwdKM,,
https://www.youtube.com/watch?v=8vHoyYwFajg,,
https://www.youtube.com/watch?v=ZWoRf6TqucI,,
https://www.youtube.com/watch?v=mTVPctmzo_A,,
https://www.youtube.com/watch?v=K1-_9KL4qQg,,
https://www.youtube.com/watch?v=pgW6LUl23oY,,
https://www.youtube.com/watch?v=uicWgwxHa6Q,,
https://www.youtube.com/watch?v=HCvzqiFv3t8,,
https://www.youtube.com/watch?v=Cb-mUOJN4z4,,
https://www.youtube.com/watch?v=5ev6Co_in4I,,
https://www.youtube.com/watch?v=H5rQa5J2VmA,,
https://www.youtube.com/watch?v=KA_fKBFTPK8,,
https://www.youtube.com/watch?v=GOZgr_CNmZo,,
https://www.youtube.com/watch?v=_B-zuAFOnCM,,
https://www.youtube.com/watch?v=SEdKjqsB8iU,,
https://www.youtube.com/watch?v=N7Il0aZKG_4,,
https://www.youtube.com/watch?v=9Jmt06Jrzs4,,
https://www.youtube.com/watch?v=HHDh7Wd7JLE,,
https://www.youtube.com/watch?v=XN3r17djuWc,,
https://www.youtube.com/watch?v=Z6o3Knher_E,,
https://www.youtube.com/watch?v=pRsp_yXBTqc,,
https://www.youtube.com/watch?v=Q0w6CXbLPJQ,,
https://www.youtube.com/watch?v=JifOCXDtZgQ,,
https://www.youtube.com/watch?v=XCApVjAn9M8,,
https://www.youtube.com/watch?v=E8qZO1YPmVc,,
https://www.youtube.com/watch?v=2xYgwAYpMWU,,
https://www.youtube.com/watch?v=PH4-JrdP5x8,,
https://www.youtube.com/watch?v=69nPKpVzVSI,,
https://www.youtube.com/watch?v=oordK6ntSFE,,
https://www.youtube.com/watch?v=vFjffD8Iwcg,,
https://www.youtube.com/watch?v=EMq4RUMNvnA,,
https://www.youtube.com/watch?v=e-fd8zecB6Y,,
https://www.youtube.com/watch?v=RouSbbYqpKY,,
https://www.youtube.com/watch?v=_yTOIBl9ZSE,,
https://www.youtube.com/watch?v=Q-BUK8CROXw,,
https://www.youtube.com/watch?v=FB7TBUp06XA,,
https://www.youtube.com/watch?v=0btoEioxKto,,
https://www.youtube.com/watch?v=Scw-KawEJo0,,
https://www.youtube.com/watch?v=gt21VzUJilM,,
https://www.youtube.com/watch?v=Pzy59UH-JlY,,
https://www.youtube.com/watch?v=dxYpMjSC6tI,,
https://www.youtube.com/watch?v=v3dL-x_IJkw,,
https://www.youtube.com/watch?v=Ve4LBcDNLm0,,
https://www.youtube.com/watch?v=WT_ZHmK6eo8,,
https://www.youtube.com/watch?v=MoqdEjKPgAs,,
https://www.youtube.com/watch?v=n85rzKzIvh8,,
https://www.youtube.com/watch?v=3Goy27FqsSY,,
https://www.youtube.com/watch?v=SoWM5vYL4qc,,
https://www.youtube.com/watch?v=eZxes6mONvc,,
https://www.youtube.com/watch?v=l6zinR3UVPk,,
https://www.youtube.com/watch?v=B1HSj3FJJX4,,
https://www.youtube.com/watch?v=uFAzj0hW0hM,,
https://www.youtube.com/watch?v=93squAwQQXs,,
https://www.youtube.com/watch?v=fJBPThcVhbw,,
https://www.youtube.com/watch?v=xaVDV7cgHEE,,
https://www.youtube.com/watch?v=f8j4eNA_hzM,,
https://www.youtube.com/watch?v=2DbljfYC1jo,,
https://www.youtube.com/watch?v=bxhiiv-ZzlQ,,
https://www.youtube.com/watch?v=7UJihCc75Uw,,
https://www.youtube.com/watch?v=ZC7s1cx7Fq8,,
https://www.youtube.com/watch?v=ogKh64z_Ahs,,
https://www.youtube.com/watch?v=IEa_dMUOf-s,,
https://www.youtube.com/watch?v=jA1ICy2aWTQ,,
https://www.youtube.com/watch?v=7UriFuylLUE,,
https://www.youtube.com/watch?v=C1Gr8C2jm7I,,
https://www.youtube.com/watch?v=Air04ge9LlU,,
https://www.youtube.com/watch?v=NA0RsptkiOI,,
https://www.youtube.com/watch?v=GOrPZSHpq5w,,
https://www.youtube.com/watch?v=huconiVQH1s,,
https://www.youtube.com/watch?v=wvPvm-hJvAE,,
https://www.youtube.com/watch?v=BvUL836vNEU,,
https://www.youtube.com/watch?v=3PFa-DGpY1g,,
https://www.youtube.com/watch?v=zbi84LUwnLw,,
https://www.youtube.com/watch?v=G8USQLVF1IU,,
https://www.youtube.com/watch?v=XjfCbRTJTdU,,
https://www.youtube.com/watch?v=SR31SB3-QHk,,
https://www.youtube.com/watch?v=dZvY7CI79Rc,,
https://www.youtube.com/watch?v=mvov0KwnwD8,,
https://www.youtube.com/watch?v=O93Os0_O9uI,,
https://www.youtube.com/watch?v=lL4cxzieLoo,,
https://www.youtube.com/watch?v=U7tpeLNgTYE,,
https://www.youtube.com/watch?v=c9u0tIpiDUA,,
https://www.youtube.com/watch?v=ldkv36IRgAo,,
https://www.youtube.com/watch?v=pGrlbTl7png,,
https://www.youtube.com/watch?v=pn7mocdui7s,,
https://www.youtube.com/watch?v=S8vXCaRBiGU,,
https://www.youtube.com/watch?v=sKG-C7WqHQ0,,
https://www.youtube.com/watch?v=fdYy4wnnTxU,,
https://www.youtube.com/watch?v=X3wkK5YGYO0,,
https://www.youtube.com/watch?v=ew1xyQj0Auw,,
https://www.youtube.com/watch?v=AZa0KPZFRH4,,
https://www.youtube.com/watch?v=i3HqdNoZlDc,,
https://www.youtube.com/watch?v=nR2OTrDQTVA,,
https://www.youtube.com/watch?v=awW_YJWfUJk,,
https://www.youtube.com/watch?v=gCPfPuT82H4,,
https://www.youtube.com/watch?v=e6FJZTgjZpc,,
https://www.youtube.com/watch?v=FZ6lEiEaxfE,,
https://www.youtube.com/watch?v=3zW5kHlji74,,
https://www.youtube.com/watch?v=jXJ-WMUXsLw,,
https://www.youtube.com/watch?v=ZlbTMEWdDrQ,,
https://www.youtube.com/watch?v=fKVcV6XJqo8,,
https://www.youtube.com/watch?v=trjeUs3fgrY,,
https://www.youtube.com/watch?v=m90VrjJGKCk,,
https://www.youtube.com/watch?v=UW_AH2tm3Ro,,
https://www.youtube.com/watch?v=ovSYekDHNkA,,
https://www.youtube.com/watch?v=5CYOUj5uNzc,,
https://www.youtube.com/watch?v=Lvs63Ms3298,,
https://www.youtube.com/watch?v=lBD3hQR-iYk,,
https://www.youtube.com/watch?v=jJLDuqyJNmc,,
https://www.youtube.com/watch?v=n-m8U9_MHnE,,
https://www.youtube.com/watch?v=MFGCBNKSlWY,,
https://www.youtube.com/watch?v=b4ghshbFYBY,,
https://www.youtube.com/watch?v=ARcYkV8xWCM,,
https://www.youtube.com/watch?v=fja0FSt1VF8,,
https://www.youtube.com/watch?v=EZAIvrGzkB8,,
https://www.youtube.com/watch?v=PoJvMAdBeuw,,
https://www.youtube.com/watch?v=7EdHYaoOxiQ,,
https://www.youtube.com/watch?v=suloglvrwFc,,
https://www.youtube.com/watch?v=Zkyb7SPOmJ8,,
https://www.youtube.com/watch?v=zGYYuBQVo9k,,
https://www.youtube.com/watch?v=HIvPlB_2baI,,
https://www.youtube.com/watch?v=9HPRTTZarsI,,
https://www.youtube.com/watch?v=AYben0IQaxQ,,
https://www.youtube.com/watch?v=UKmiOgFDm6w,,
https://www.youtube.com/watch?v=O3OKhsnH6uw,,
https://www.youtube.com/watch?v=QTSQJKBpjf4,,
https://www.youtube.com/watch?v=FLvHwplh3eE,,
https://www.youtube.com/watch?v=MB6E3_LCKb8,,
https://www.youtube.com/watch?v=ff78j4gmVH8,,
https://www.youtube.com/watch?v=cVZ-7rV5Q5Y,,
https://www.youtube.com/watch?v=-juIat3dvu4,,
https://www.youtube.com/watch?v=vjJrblYB5_U,,
https://www.youtube.com/watch?v=WQSy1cH4nM4,,
https://www.youtube.com/watch?v=zudVtv0eLE4,,
https://www.youtube.com/watch?v=9t5t3jaPzc0,,
https://www.youtube.com/watch?v=IG5TOral9AY,,
https://www.youtube.com/watch?v=-nofKR28og8,,
https://www.youtube.com/watch?v=UDfOVnaRLKo,,
https://www.youtube.com/watch?v=oA76X3xBof0,,
https://www.youtube.com/watch?v=9wRCzCeH8II,,
https://www.youtube.com/watch?v=JyIh-Mad_ow,,
https://www.youtube.com/watch?v=y9ST1ozLTT4,,
https://www.youtube.com/watch?v=RbvHtdItXVM,,
https://www.youtube.com/watch?v=NLptoNJketk,,
https://www.youtube.com/watch?v=whs5dh-xTVo,,
https://www.youtube.com/watch?v=0RnjJSbFMsw,,
https://www.youtube.com/watch?v=2ypZqonnkZ0,,
https://www.youtube.com/watch?v=Se-u3ElZorE,,
https://www.youtube.com/watch?v=drbjVIpFuoY,,
https://www.youtube.com/watch?v=muXWvRoK9ro,,
https://www.youtube.com/watch?v=5a7St4fGVk4,,
https://www.youtube.com/watch?v=RH3-tN8PR_4,,
https://www.youtube.com/watch?v=qw4e0OlSDO8,,
https://www.youtube.com/watch?v=QrWHJo5qT90,,
https://www.youtube.com/watch?v=4qF4Anl5lR4,,
https://www.youtube.com/watch?v=9tEK6GDmj24,,
https://www.youtube.com/watch?v=4ZzHUbRWZHU,,
https://www.youtube.com/watch?v=jg65Arq7OJU,,
https://www.youtube.com/watch?v=PjADNojBJgg,,
https://www.youtube.com/watch?v=7hR81S5NNeI,,
https://www.youtube.com/watch?v=O-fdoa1wGW4,,
https://www.youtube.com/watch?v=sUIwZ8ZtFOM,,
https://www.youtube.com/watch?v=VH91u0Lhs-M,,
https://www.youtube.com/watch?v=hB_d0hIonJQ,,
https://www.youtube.com/watch?v=aUdDWm7x0u0,,
https://www.youtube.com/watch?v=WHDsoKaZmBc,,
https://www.youtube.com/watch?v=Coo5UiUpDbk,,
https://www.youtube.com/watch?v=cW1Q7Xkpthw,,
https://www.youtube.com/watch?v=JdKa_EtaT9E,,
https://www.youtube.com/watch?v=CAgZrBGStPc,,
https://www.youtube.com/watch?v=sxpDFVUf_Rw,,
https://www.youtube.com/watch?v=vsOCROXNxik,,
https://www.youtube.com/watch?v=RHgCuRy05M4,,
https://www.youtube.com/watch?v=UG2pMv19Jfs,,
https://www.youtube.com/watch?v=Rjhc0WPrpRA,,
https://www.youtube.com/watch?v=ju3I-cpezqA,,
https://www.youtube.com/watch?v=joDGMBw6goI,,
https://www.youtube.com/watch?v=frkElhXZr6E,,
https://www.youtube.com/watch?v=YpFyA29dqmI,,
https://www.youtube.com/watch?v=a6xbQNJIoo8,,
https://www.youtube.com/watch?v=L80Gw65RmAE,,
https://www.youtube.com/watch?v=s2-TRHSX9UI,,
https://www.youtube.com/watch?v=O4xb2hkfrIs,,
https://www.youtube.com/watch?v=kjfSLPyLLCM,,
https://www.youtube.com/watch?v=_8dn7HIK_fY,,
https://www.youtube.com/watch?v=8TenbCtvlJk,,
https://www.youtube.com/watch?v=fhc8WndfVcs,,
https://www.youtube.com/watch?v=HtRd9mp5ouI,,
https://www.youtube.com/watch?v=qH8OsXIyYp4,,
https://www.youtube.com/watch?v=Jb0I_4MI4wk,,
https://www.youtube.com/watch?v=hj-KGXDp0Hg,,
https://www.youtube.com/watch?v=ou-dUVNkH74,,
https://www.youtube.com/watch?v=eCEUs4bYArk,,
https://www.youtube.com/watch?v=_6CE-6xDa1k,,
https://www.youtube.com/watch?v=hIMxF31KsgU,,
https://www.youtube.com/watch?v=fK9YBIINSHs,,
https://www.youtube.com/watch?v=kZaX2qMIGsA,,
https://www.youtube.com/watch?v=e99HzOqTKQI,,
https://www.youtube.com/watch?v=kJj7TI0iwFw,,
https://www.youtube.com/watch?v=rJWxJZLpBQM,,
https://www.youtube.com/watch?v=Lj4fdmo6xao,,
https://www.youtube.com/watch?v=_A4L1C0n5vQ,,
https://www.youtube.com/watch?v=bjWMbnCLmF0,,
https://www.youtube.com/watch?v=07DuduSP3lc,,
https://www.youtube.com/watch?v=AZt8RuWfIao,,
https://www.youtube.com/watch?v=6P8qD3R3N0E,,
https://www.youtube.com/watch?v=9Lq_3AZMvYs,,
https://www.youtube.com/watch?v=_jl0GOGMfy8,,
https://www.youtube.com/watch?v=LAeiUkPc5P8,,
https://www.youtube.com/watch?v=0-Aby1jsn9s,,
https://www.youtube.com/watch?v=DA1-KRWEWjA,,
https://www.youtube.com/watch?v=dQAM-IOwrWk,,
https://www.youtube.com/watch?v=lAhS8J23Il8,,
https://www.youtube.com/watch?v=NVIr30v511k,,
https://www.youtube.com/watch?v=jnadIAB44vc,,
https://www.youtube.com/watch?v=EWPH8gf5p4w,,
https://www.youtube.com/watch?v=doQRFolH4dk,,
https://www.youtube.com/watch?v=htXbG87_J5I,,
https://www.youtube.com/watch?v=Me9xgbxvTIo,,
https://www.youtube.com/watch?v=EzWA928BAwk,,
https://www.youtube.com/watch?v=GQO7W2mURWk,,
https://www.youtube.com/watch?v=wD0A9r5kFJE,,
https://www.youtube.com/watch?v=loVZr-cLJvo,,
https://www.youtube.com/watch?v=i99OfPBVvUo,,
https://www.youtube.com/watch?v=fvGBnwOP0DU,,
https://www.youtube.com/watch?v=fX9E2ryv9tM,,
https://www.youtube.com/watch?v=6TUQ8SX98-Q,,
https://www.youtube.com/watch?v=B1IdCPWwKo8,,
https://www.youtube.com/watch?v=84vi475muBc,,
https://www.youtube.com/watch?v=fTnp41CXpZg,,
https://www.youtube.com/watch?v=VDKDcRV4Xg0,,
https://www.youtube.com/watch?v=YlIC6OLGW7Y,,
https://www.youtube.com/watch?v=H43ypDfsiPQ,,
https://www.youtube.com/watch?v=80hrt3HGhlo,,
https://www.youtube.com/watch?v=t_QIRaeNFA8,,
https://www.youtube.com/watch?v=qy_sLFp4-tg,,
https://www.youtube.com/watch?v=GXPv0Sysd-I,,
https://www.youtube.com/watch?v=U9zv7GlQsR0,,
https://www.youtube.com/watch?v=KqvEi6L3_Hk,,
https://www.youtube.com/watch?v=KDV-9VqNVs0,,
https://www.youtube.com/watch?v=-8JW0yRkhkg,,
https://www.youtube.com/watch?v=5pGT-lWL0iY,,
https://www.youtube.com/watch?v=uUxtG0Xz0zU,,
https://www.youtube.com/watch?v=oP5qGWJoKVM,,
https://www.youtube.com/watch?v=eOQJH5JtsFM,,
https://www.youtube.com/watch?v=ofeVM3S6VpE,,
https://www.youtube.com/watch?v=59pIr62vaQ8,,
https://www.youtube.com/watch?v=9k3EcbKMfTA,,
https://www.youtube.com/watch?v=L6_KZZXan3c,,
https://www.youtube.com/watch?v=oCH5h0pzZ0M,,
https://www.youtube.com/watch?v=z3M8vErfwCA,,
https://www.youtube.com/watch?v=kEthanG1QRc,,
https://www.youtube.com/watch?v=36EWdrAV88I,,
https://www.youtube.com/watch?v=C2DqYXD49-0,,
https://www.youtube.com/watch?v=BBl15phUDOc,,
https://www.youtube.com/watch?v=7KmS5YMWmAo,,
https://www.youtube.com/watch?v=appZ140r3IY,,
https://www.youtube.com/watch?v=neCeyJyfihI,,
https://www.youtube.com/watch?v=MaCibvBaBUw,,
https://www.youtube.com/watch?v=gICAt2ynK0c,,
https://www.youtube.com/watch?v=zdpoLO1y9A8,,
https://www.youtube.com/watch?v=r3HsZ7o6_TY,,
https://www.youtube.com/watch?v=rQEvQbONPtw,,
https://www.youtube.com/watch?v=y8OxCfGQHL0,,
https://www.youtube.com/watch?v=AVEkBf849p8,,
